,age,sex,height,kid_no,purchase
4376,29,0,183,1,0
4377,26,0,169,1,0
4378,49,0,184,0,1
4379,25,0,162,0,0
4380,56,1,168,1,1
4381,49,1,184,1,0
4382,59,1,179,2,0
4383,39,0,168,2,1
4384,42,0,175,2,0
4385,23,0,146,0,0
4386,27,1,182,2,0
4387,49,0,178,1,0
4388,40,1,181,1,0
4389,28,1,178,2,0
4390,38,0,183,0,0
4391,42,0,184,1,0
4392,42,0,176,1,0
4393,41,1,140,0,1
4394,59,1,140,2,1
4395,54,1,155,1,1
4396,54,1,144,2,1
4397,36,1,170,2,1
4398,33,0,171,1,0
4399,48,0,159,0,1
4400,33,0,173,2,1
4401,53,1,159,2,1
4402,46,0,161,1,0
4403,33,1,170,1,0
4404,30,0,169,0,0
4405,43,1,166,2,1
4406,41,0,172,0,1
4407,47,1,156,2,1
4408,41,0,155,1,0
4409,51,1,176,2,0
4410,58,0,155,0,1
4411,38,1,146,0,0
4412,47,0,170,2,0
4413,46,0,160,1,0
4414,43,0,169,2,0
4415,27,1,180,1,0
4416,33,0,161,1,0
4417,40,1,171,1,0
4418,50,0,143,1,0
4419,55,0,143,1,0
4420,30,1,144,1,0
4421,55,0,160,2,0
4422,25,0,142,1,0
4423,57,1,151,1,1
4424,42,1,152,1,1
4425,53,1,177,1,0
4426,38,0,148,0,0
4427,20,1,162,0,0
4428,51,0,183,0,1
4429,50,0,180,2,0
4430,22,0,152,0,0
4431,41,1,166,2,1
4432,38,0,166,2,1
4433,36,1,157,0,0
4434,55,0,179,0,1
4435,32,1,143,2,1
4436,28,1,145,0,0
4437,46,0,163,2,0
4438,55,1,179,1,0
4439,29,1,181,0,1
4440,51,0,182,1,0
4441,20,0,176,1,0
4442,40,1,150,2,0
4443,48,0,144,1,0
4444,58,1,163,0,1
4445,56,1,156,0,1
4446,50,1,153,2,1
4447,53,0,184,1,0
4448,55,0,143,0,1
4449,46,1,166,1,1
4450,38,0,174,2,1
4451,44,0,182,1,0
4452,44,0,184,2,0
4453,34,0,142,1,0
4454,48,0,153,0,1
4455,39,1,162,2,1
4456,22,0,152,1,0
4457,49,1,149,2,1
4458,21,0,156,1,0
4459,41,1,143,1,1
4460,37,1,140,2,1
4461,45,1,152,2,1
4462,34,1,174,0,0
4463,42,0,140,1,0
4464,35,0,161,1,0
4465,38,1,168,0,0
4466,31,0,141,2,0
4467,44,1,166,2,1
4468,25,1,140,0,0
4469,26,1,161,0,0
4470,32,0,162,2,1
4471,32,1,174,1,0
4472,57,0,182,1,0
4473,38,0,173,2,1
4474,29,0,165,2,1
4475,28,1,147,0,0
4476,28,1,151,1,0
4477,20,0,161,0,0
4478,52,0,162,1,0
4479,32,0,147,1,0
4480,40,0,173,1,0
4481,35,0,167,1,0
4482,43,0,147,2,0
4483,37,1,178,1,0
4484,43,1,146,2,1
4485,29,1,180,0,1
4486,54,0,165,2,0
4487,52,0,143,2,0
4488,26,0,148,2,0
4489,47,0,154,1,0
4490,55,0,158,0,1
4491,39,0,147,0,0
4492,58,1,158,0,1
4493,21,0,159,2,0
4494,53,0,178,2,0
4495,57,0,170,2,0
4496,53,1,154,1,1
4497,53,1,155,0,1
4498,23,0,144,2,0
4499,42,1,170,2,1
4500,57,0,174,2,0
4501,53,1,151,1,1
4502,23,1,157,0,0
4503,33,1,149,0,0
4504,54,1,177,2,0
4505,35,0,173,2,1
4506,53,0,153,1,0
4507,50,0,177,0,1
4508,48,0,157,2,0
4509,29,1,176,1,0
4510,31,0,169,0,0
4511,45,1,183,1,0
4512,29,1,164,2,1
4513,52,1,179,0,1
4514,41,0,141,2,0
4515,56,1,175,0,1
4516,31,0,178,1,0
4517,55,0,183,1,0
4518,22,0,182,2,1
4519,52,0,173,2,0
4520,48,1,174,1,1
4521,56,1,178,1,0
4522,30,0,171,1,0
4523,55,1,146,1,1
4524,49,0,168,1,0
4525,43,0,184,0,1
4526,57,1,153,2,1
4527,49,1,180,1,0
4528,53,1,161,1,1
4529,55,0,160,2,0
4530,36,0,158,2,0
4531,40,0,163,0,0
4532,53,1,144,2,1
4533,23,0,167,1,0
4534,51,1,164,0,1
4535,56,0,152,0,1
4536,28,0,169,1,0
4537,44,1,168,1,1
4538,45,0,162,0,1
4539,45,0,149,2,0
4540,57,0,177,1,0
4541,30,0,158,2,0
4542,52,0,174,2,0
4543,23,1,155,1,0
4544,41,1,166,0,1
4545,33,0,151,1,0
4546,52,0,157,1,0
4547,25,1,168,0,0
4548,41,1,159,1,1
4549,33,1,156,2,1
4550,47,0,158,0,1
4551,54,0,164,2,0
4552,20,1,145,2,1
4553,59,0,157,2,0
4554,37,1,167,0,0
4555,52,1,156,2,1
4556,52,1,161,2,1
4557,31,1,170,2,1
4558,26,0,184,1,0
4559,38,0,141,2,0
4560,53,1,143,0,1
4561,25,0,180,2,1
4562,37,0,148,0,0
4563,30,1,168,2,1
4564,32,1,154,2,1
4565,37,0,177,0,0
4566,51,0,156,0,1
4567,23,0,149,0,0
4568,54,0,141,1,0
4569,50,0,161,0,1
4570,26,1,147,0,0
4571,20,1,148,1,0
4572,24,0,165,0,0
4573,24,0,165,0,0
4574,20,0,174,0,0
4575,55,0,149,0,1
4576,42,0,175,1,0
4577,50,1,164,0,1
4578,59,1,165,0,1
4579,49,1,141,1,1
4580,42,1,146,2,1
4581,43,1,157,1,1
4582,46,1,176,1,0
4583,31,1,166,2,1
4584,22,0,178,2,1
4585,41,1,151,2,1
4586,32,0,146,0,0
4587,36,0,142,0,0
4588,22,0,151,1,0
4589,47,1,175,0,1
4590,32,0,161,0,0
4591,55,1,152,2,1
4592,20,1,158,2,1
4593,33,0,184,0,0
4594,57,0,163,2,0
4595,38,1,180,0,1
4596,55,0,145,0,1
4597,30,1,163,2,1
4598,39,1,150,2,1
4599,47,1,142,2,1
4600,29,1,148,0,0
4601,58,0,170,1,0
4602,32,0,155,0,0
4603,58,0,183,1,0
4604,58,0,179,0,1
4605,25,0,164,1,0
4606,42,0,140,2,0
4607,32,0,173,1,0
4608,22,0,161,2,1
4609,20,1,182,0,1
4610,44,1,182,0,1
4611,49,0,179,2,0
4612,48,0,175,1,0
4613,52,0,169,0,1
4614,24,0,178,1,0
4615,28,0,184,2,1
4616,38,0,161,0,0
4617,48,0,165,1,0
4618,27,0,177,0,0
4619,28,1,152,1,0
4620,36,1,161,2,1
4621,42,1,164,1,1
4622,35,0,163,0,0
4623,40,1,174,1,0
4624,41,1,171,0,1
4625,43,1,184,1,0
4626,53,1,144,2,1
4627,22,0,173,1,0
4628,46,1,146,0,1
4629,31,0,171,0,0
4630,44,0,166,2,0
4631,35,1,160,0,0
4632,45,0,172,0,1
4633,25,1,146,2,1
4634,42,1,143,1,1
4635,54,0,156,0,1
4636,49,1,164,2,1
4637,32,1,146,1,0
4638,40,0,170,0,0
4639,53,1,141,2,1
4640,31,1,173,2,1
4641,50,1,183,1,0
4642,31,0,146,2,0
4643,26,0,164,2,1
4644,51,0,172,2,0
4645,54,0,147,1,0
4646,41,1,182,1,0
4647,30,1,142,2,1
4648,47,1,150,1,1
4649,37,1,141,2,1
4650,58,0,174,1,0
4651,26,1,142,2,1
4652,31,1,171,0,0
4653,49,0,170,1,0
4654,33,1,174,0,0
4655,39,1,169,2,1
4656,27,0,150,0,0
4657,36,0,152,2,0
4658,26,0,165,2,1
4659,35,0,160,0,0
4660,22,1,148,0,0
4661,30,0,148,0,0
4662,49,1,170,0,1
4663,30,0,178,0,0
4664,30,0,149,1,0
4665,51,1,177,1,0
4666,37,1,159,1,0
4667,55,1,155,0,1
4668,56,0,160,0,1
4669,56,1,155,2,1
4670,37,1,154,1,0
4671,41,1,159,1,1
4672,47,0,164,0,1
4673,45,0,140,2,0
4674,28,0,163,0,0
4675,53,0,180,0,1
4676,29,0,166,0,0
4677,31,1,167,2,1
4678,48,0,182,2,0
4679,36,0,180,0,0
4680,22,1,175,1,0
4681,28,0,176,0,0
4682,53,1,147,1,1
4683,34,0,151,0,0
4684,21,0,176,1,0
4685,51,0,169,0,1
4686,42,1,161,0,1
4687,20,1,156,2,1
4688,32,1,183,0,1
4689,20,1,146,0,0
4690,48,1,160,0,1
4691,51,1,164,2,1
4692,48,0,175,0,1
4693,39,1,156,1,0
4694,52,1,182,0,1
4695,24,1,164,0,0
4696,37,0,167,2,1
4697,49,0,145,0,1
4698,58,0,171,0,1
4699,46,1,165,1,1
4700,45,0,147,0,1
4701,38,1,172,1,0
4702,40,0,184,0,0
4703,27,1,165,1,0
4704,54,1,162,0,1
4705,48,0,155,1,0
4706,52,1,176,1,0
4707,58,0,155,0,1
4708,32,1,182,2,0
4709,44,1,183,0,1
4710,27,1,164,1,0
4711,29,1,153,0,0
4712,59,1,163,1,1
4713,53,1,181,0,1
4714,50,0,184,2,0
4715,55,1,182,0,1
4716,54,0,158,0,1
4717,59,1,157,2,1
4718,22,1,182,1,0
4719,49,0,148,2,0
4720,59,0,161,1,0
4721,42,1,176,2,0
4722,55,1,153,2,1
4723,20,1,179,0,1
4724,46,0,175,0,1
4725,24,0,156,1,0
4726,29,1,177,0,1
4727,26,1,153,1,0
4728,49,1,173,2,1
4729,25,0,151,0,0
4730,21,1,140,2,1
4731,42,1,154,2,1
4732,46,0,183,2,0
4733,49,0,164,1,0
4734,25,1,167,1,0
4735,36,1,160,0,0
4736,46,0,170,0,1
4737,46,0,154,1,0
4738,34,0,184,1,0
4739,44,0,170,2,0
4740,28,0,156,0,0
4741,39,0,140,1,0
4742,49,0,183,0,1
4743,31,0,144,2,0
4744,41,1,144,0,1
4745,22,1,158,1,0
4746,46,0,175,1,0
4747,24,0,158,2,0
4748,42,1,141,0,1
4749,38,1,173,1,0
4750,58,0,184,0,1
4751,21,1,160,1,0
4752,24,1,167,2,1
4753,59,0,181,2,0
4754,39,0,151,2,0
4755,47,1,172,1,1
4756,27,1,179,2,0
4757,49,1,147,0,1
4758,54,0,181,1,0
4759,44,1,165,0,1
4760,32,1,161,1,0
4761,25,1,181,0,1
4762,33,0,172,1,0
4763,58,0,149,1,0
4764,35,1,181,1,0
4765,20,0,182,1,0
4766,24,0,147,2,0
4767,42,1,184,1,0
4768,50,0,155,2,0
4769,52,0,172,0,1
4770,51,1,164,0,1
4771,56,1,154,2,1
4772,23,1,160,1,0
4773,55,0,164,0,1
4774,39,1,162,2,1
4775,54,0,174,0,1
4776,37,0,171,2,1
4777,23,0,142,1,0
4778,28,0,151,0,0
4779,21,0,163,1,0
4780,35,0,183,0,0
4781,28,1,143,0,0
4782,42,0,147,1,0
4783,30,0,149,2,0
4784,32,1,150,1,0
4785,23,0,170,1,0
4786,42,1,141,1,1
4787,32,0,160,1,0
4788,45,1,158,1,1
4789,46,1,177,1,0
4790,20,1,163,0,0
4791,58,1,184,2,0
4792,47,0,180,2,0
4793,56,0,166,2,0
4794,41,1,184,1,0
4795,41,0,145,0,1
4796,26,0,160,0,0
4797,32,0,146,1,0
4798,27,1,145,1,0
4799,23,0,153,2,0
4800,30,0,143,0,0
4801,47,0,172,0,1
4802,44,0,168,0,1
4803,29,0,164,1,0
4804,56,0,167,2,0
4805,28,0,177,2,1
4806,29,1,142,0,0
4807,55,1,173,2,1
4808,21,1,181,1,0
4809,58,0,159,2,0
4810,40,0,156,2,0
4811,45,1,153,0,1
4812,45,1,156,1,1
4813,25,0,173,0,0
4814,20,0,146,0,0
4815,59,1,168,1,1
4816,26,1,140,0,0
4817,26,0,170,0,0
4818,59,0,183,2,0
4819,37,0,148,0,0
4820,31,1,144,0,0
4821,37,1,149,0,0
4822,57,0,159,2,0
4823,50,0,147,1,0
4824,29,1,177,2,0
4825,32,1,161,0,0
4826,37,0,179,2,1
4827,56,1,158,2,1
4828,52,1,175,2,1
4829,23,0,166,2,1
4830,32,0,181,1,0
4831,57,0,140,1,0
4832,27,1,142,0,0
4833,25,0,171,0,0
4834,37,0,176,2,1
4835,38,0,173,0,0
4836,38,1,146,0,0
4837,37,1,181,0,1
4838,53,0,153,2,0
4839,30,1,173,1,0
4840,29,0,164,1,0
4841,46,0,178,0,1
4842,24,1,174,1,0
4843,45,1,160,1,1
4844,57,0,156,0,1
4845,27,1,154,1,0
4846,53,0,154,1,0
4847,37,1,160,0,0
4848,59,1,152,1,1
4849,37,0,160,2,0
4850,58,1,156,1,1
4851,28,1,168,0,0
4852,58,1,154,1,1
4853,43,0,177,1,0
4854,54,0,161,2,0
4855,57,1,149,0,1
4856,47,1,184,0,1
4857,24,0,176,2,1
4858,22,0,162,1,0
4859,45,1,162,2,1
4860,26,1,146,2,1
4861,30,0,165,2,1
4862,39,1,146,1,0
4863,35,1,156,2,1
4864,40,1,149,0,0
4865,35,1,176,1,0
4866,55,0,145,0,1
4867,27,0,176,0,0
4868,56,0,173,1,0
4869,48,0,161,1,0
4870,29,1,166,1,0
4871,56,0,143,0,1
4872,43,0,149,1,0
4873,55,1,148,2,1
4874,48,0,144,1,0
4875,38,1,145,1,0
4876,34,0,155,2,0
4877,59,0,179,1,0
4878,40,0,143,0,0
4879,56,0,184,2,0
4880,28,1,156,0,0
4881,59,0,174,2,0
4882,33,1,171,1,0
4883,41,0,149,0,1
4884,52,1,176,2,0
4885,52,1,170,1,1
4886,50,0,149,1,0
4887,29,0,178,0,0
4888,47,0,172,2,0
4889,48,1,142,2,1
4890,43,1,151,0,1
4891,48,0,164,1,0
4892,22,0,164,2,1
4893,40,0,181,2,0
4894,42,0,167,0,1
4895,52,0,153,1,0
4896,27,1,183,1,0
4897,41,0,183,2,0
4898,40,0,144,1,0
4899,39,1,158,1,0
4900,45,0,145,0,1
4901,57,1,146,0,1
4902,44,0,152,1,0
4903,39,0,176,1,0
4904,33,1,183,1,0
4905,47,1,150,1,1
4906,42,1,183,1,0
4907,47,0,174,1,0
4908,23,0,173,0,0
4909,53,1,159,0,1
4910,49,1,158,2,1
4911,41,0,153,2,0
4912,22,1,180,2,0
4913,58,1,157,1,1
4914,44,1,178,1,0
4915,37,1,141,2,1
4916,33,1,150,0,0
4917,29,1,151,0,0
4918,45,0,156,1,0
4919,57,0,161,1,0
4920,34,1,159,2,1
4921,49,0,171,1,0
4922,27,0,182,2,1
4923,47,0,149,1,0
4924,48,0,177,1,0
4925,42,1,162,2,1
4926,24,0,159,0,0
4927,23,1,140,0,0
4928,44,1,146,2,1
4929,59,0,142,0,1
4930,46,0,182,1,0
4931,29,1,141,0,0
4932,27,0,149,0,0
4933,40,1,163,0,0
4934,31,0,163,1,0
4935,26,1,177,0,1
4936,48,1,167,1,1
4937,22,1,168,0,0
4938,59,0,177,2,0
4939,47,0,177,1,0
4940,51,1,179,0,1
4941,55,0,181,2,0
4942,32,1,142,2,1
4943,20,0,163,1,0
4944,43,0,174,0,1
4945,25,0,140,0,0
4946,20,1,176,0,1
4947,55,1,143,2,1
4948,30,1,184,1,0
4949,49,0,140,0,1
4950,37,0,165,1,0
4951,38,1,167,0,0
4952,30,0,176,0,0
4953,39,0,141,1,0
4954,57,0,147,2,0
4955,33,1,173,0,0
4956,23,1,168,2,1
4957,56,0,176,2,0
4958,23,0,178,2,1
4959,55,1,180,1,0
4960,27,0,177,1,0
4961,30,0,175,0,0
4962,40,0,157,1,0
4963,48,0,166,0,1
4964,28,1,153,2,1
4965,28,1,170,1,0
4966,37,0,159,2,0
4967,37,0,160,2,0
4968,25,0,152,0,0
4969,51,1,184,0,1
4970,49,0,181,2,0
4971,36,0,150,1,0
4972,42,1,160,2,1
4973,55,0,167,2,0
4974,55,0,163,1,0
4975,36,0,174,1,0
4976,47,0,174,2,0
4977,52,1,157,0,1
4978,22,1,178,1,0
4979,31,0,168,1,0
4980,38,1,140,1,0
4981,44,0,184,2,0
4982,44,1,179,2,0
4983,20,0,155,2,0
4984,28,0,175,2,1
4985,43,1,151,1,1
4986,21,1,162,0,0
4987,49,0,153,2,0
4988,58,0,181,2,0
4989,58,1,177,2,0
4990,37,0,148,1,0
4991,39,0,141,0,0
4992,45,1,179,1,0
4993,25,1,178,0,1
4994,41,1,165,1,1
4995,54,0,172,0,1
4996,53,1,157,1,1
4997,58,0,161,1,0
4998,47,1,184,2,0
4999,57,0,142,2,0
5000,24,0,152,0,0
5001,39,0,176,1,0
5002,53,0,152,0,1
5003,41,1,140,2,1
5004,24,0,143,2,0
5005,45,1,176,1,0
5006,27,0,141,2,0
5007,56,0,180,1,0
5008,51,1,147,2,1
5009,22,0,148,0,0
5010,45,0,168,2,0
5011,32,0,176,0,0
5012,25,1,173,0,0
5013,55,1,145,1,1
5014,50,1,169,0,1
5015,29,1,146,2,1
5016,37,1,169,2,1
5017,49,0,161,2,0
5018,31,1,180,0,1
5019,54,0,154,1,0
5020,53,0,174,1,0
5021,48,1,184,0,1
5022,42,1,172,2,1
5023,45,0,167,1,0
5024,47,1,152,0,1
5025,37,0,171,2,1
5026,53,1,155,2,1
5027,53,0,151,0,1
5028,45,1,184,1,0
5029,40,1,172,1,0
5030,27,0,141,2,0
5031,20,1,154,1,0
5032,32,0,181,1,0
5033,27,0,173,2,1
5034,43,0,167,0,1
5035,58,1,161,0,1
5036,22,0,173,2,1
5037,29,1,182,2,0
5038,50,0,182,0,1
5039,46,0,177,0,1
5040,32,1,141,0,0
5041,38,1,159,1,0
5042,59,0,151,0,1
5043,49,0,144,1,0
5044,58,0,149,2,0
5045,26,0,167,2,1
5046,22,1,155,2,1
5047,33,0,141,0,0
5048,36,1,175,2,1
5049,51,1,140,1,1
5050,28,0,156,2,0
5051,59,0,148,2,0
5052,51,1,157,0,1
5053,45,0,178,0,1
5054,38,0,160,2,0
5055,39,1,140,1,0
5056,48,0,163,0,1
5057,21,0,157,0,0
5058,46,0,148,1,0
5059,50,1,149,0,1
5060,41,0,167,1,0
5061,31,0,149,1,0
5062,55,1,178,1,0
5063,54,0,171,0,1
5064,20,1,147,2,1
5065,44,0,150,2,0
5066,52,1,146,0,1
5067,24,0,146,1,0
5068,49,0,177,2,0
5069,38,1,158,2,1
5070,57,0,183,0,1
5071,59,0,171,2,0
5072,22,0,165,2,1
5073,53,0,177,2,0
5074,45,1,154,0,1
5075,47,0,177,0,1
5076,42,1,164,2,1
5077,26,1,143,2,1
5078,49,0,182,2,0
5079,52,0,183,1,0
5080,59,1,170,2,1
5081,43,0,148,0,1
5082,57,1,156,0,1
5083,30,0,161,1,0
5084,29,1,146,2,1
5085,21,0,144,1,0
5086,20,1,170,0,0
5087,23,0,163,1,0
5088,45,1,141,1,1
5089,32,0,180,2,1
5090,23,1,147,2,1
5091,54,0,149,2,0
5092,47,0,179,2,0
5093,21,1,148,0,0
5094,28,1,168,1,0
5095,58,0,156,1,0
5096,53,0,160,2,0
5097,51,1,144,0,1
5098,49,1,175,0,1
5099,33,1,180,2,0
5100,34,1,181,1,0
5101,48,1,155,1,1
5102,36,1,175,1,0
5103,55,1,173,1,1
5104,44,0,152,1,0
5105,26,0,154,0,0
5106,38,0,174,0,0
5107,53,0,143,0,1
5108,28,1,145,1,0
5109,34,0,171,2,1
5110,38,1,163,1,0
5111,59,0,180,2,0
5112,44,0,152,1,0
5113,32,1,140,0,0
5114,29,1,166,1,0
5115,53,1,163,0,1
5116,53,1,154,0,1
5117,44,0,165,2,0
5118,35,0,155,2,0
5119,59,1,148,2,1
5120,26,1,167,0,0
5121,37,0,175,0,0
5122,28,0,163,1,0
5123,21,0,151,2,0
5124,27,1,183,1,0
5125,40,0,145,1,0
5126,28,0,142,0,0
5127,20,0,157,0,0
5128,22,1,176,1,0
5129,52,0,179,1,0
5130,42,1,147,0,1
5131,30,1,173,1,0
5132,50,1,171,0,1
5133,28,0,168,0,0
5134,41,0,151,0,1
5135,23,0,183,2,1
5136,25,0,168,2,1
5137,47,0,167,0,1
5138,46,0,163,1,0
5139,32,1,172,1,0
5140,20,0,160,2,0
5141,23,0,175,2,1
5142,52,0,172,0,1
5143,40,0,143,1,0
5144,34,0,152,0,0
5145,44,0,173,0,1
5146,23,0,178,1,0
5147,52,1,179,0,1
5148,29,1,168,1,0
5149,26,0,157,1,0
5150,23,0,165,1,0
5151,48,0,166,0,1
5152,23,1,167,0,0
5153,35,1,142,2,1
5154,52,0,159,2,0
5155,58,0,172,0,1
5156,48,0,165,0,1
5157,25,0,167,0,0
5158,21,1,152,1,0
5159,37,1,183,0,1
5160,28,1,144,1,0
5161,29,1,145,0,0
5162,33,1,160,2,1
5163,44,0,167,2,0
5164,24,0,143,0,0
5165,27,1,140,0,0
5166,25,0,174,1,0
5167,59,1,149,0,1
5168,40,1,175,1,0
5169,23,0,177,2,1
5170,21,1,141,1,0
5171,29,0,173,2,1
5172,46,0,166,2,0
5173,21,0,152,2,0
5174,58,1,164,2,1
5175,41,1,163,2,1
5176,32,1,173,1,0
5177,26,1,170,0,0
5178,52,1,148,2,1
5179,40,1,179,0,0
5180,32,0,171,2,1
5181,42,0,144,2,0
5182,40,1,183,0,0
5183,53,0,154,1,0
5184,52,0,151,1,0
5185,29,1,169,2,1
5186,56,0,169,0,1
5187,23,0,157,1,0
5188,28,0,181,0,0
5189,48,0,144,0,1
5190,33,1,142,1,0
5191,43,1,152,1,1
5192,27,0,146,1,0
5193,32,1,153,2,1
5194,22,0,154,0,0
5195,56,1,147,1,1
5196,33,1,162,2,1
5197,43,0,180,1,0
5198,59,0,183,1,0
5199,29,0,146,0,0
5200,59,0,146,1,0
5201,35,0,142,1,0
5202,31,0,156,2,0
5203,29,0,164,1,0
5204,21,0,142,0,0
5205,46,1,163,2,1
5206,31,1,171,0,0
5207,51,0,182,1,0
5208,31,0,150,0,0
5209,21,1,145,2,1
5210,28,0,170,1,0
5211,45,1,149,0,1
5212,50,1,150,0,1
5213,53,0,184,2,0
5214,43,1,166,0,1
5215,40,0,141,2,0
5216,28,1,174,2,1
5217,20,1,180,0,1
5218,54,1,142,0,1
5219,50,0,140,0,1
5220,58,1,159,2,1
5221,40,0,183,1,0
5222,57,1,180,0,1
5223,42,0,141,1,0
5224,42,1,149,2,1
5225,40,0,159,0,0
5226,27,1,184,1,0
5227,21,1,146,2,1
5228,50,1,150,0,1
5229,32,1,173,1,0
5230,25,0,162,2,1
5231,41,1,172,2,1
5232,25,1,152,0,0
5233,36,0,142,1,0
5234,43,0,147,2,0
5235,57,1,147,2,1
5236,59,0,148,1,0
5237,58,1,143,2,1
5238,20,1,140,2,1
5239,29,0,158,1,0
5240,35,0,156,1,0
5241,24,1,158,0,0
5242,48,1,140,0,1
5243,55,0,167,0,1
5244,40,1,160,0,0
5245,26,0,150,0,0
5246,51,0,143,2,0
5247,45,0,177,1,0
5248,36,0,159,2,0
5249,24,0,159,2,0
5250,33,1,158,1,0
5251,53,0,145,0,1
5252,37,1,142,2,1
5253,21,1,161,2,1
5254,45,1,179,2,0
5255,42,1,174,2,1
5256,42,1,182,1,0
5257,37,0,165,2,1
5258,23,0,174,2,1
5259,39,0,167,0,0
5260,49,0,180,2,0
5261,24,0,178,2,1
5262,40,0,165,2,0
5263,50,1,183,1,0
5264,35,0,153,1,0
5265,53,1,171,2,1
5266,24,1,151,0,0
5267,39,1,153,1,0
5268,57,0,179,1,0
5269,20,1,142,0,0
5270,37,1,143,0,0
5271,37,1,168,1,0
5272,59,0,165,0,1
5273,38,1,146,1,0
5274,25,1,145,2,1
5275,54,0,153,1,0
5276,23,1,172,2,1
5277,20,1,183,2,0
5278,55,1,161,0,1
5279,45,1,158,1,1
5280,40,0,168,2,0
5281,49,0,181,0,1
5282,21,1,162,0,0
5283,34,1,153,1,0
5284,58,1,184,0,1
5285,24,0,177,2,1
5286,26,0,162,2,1
5287,37,1,140,1,0
5288,49,0,174,1,0
5289,21,0,145,0,0
5290,36,0,180,1,0
5291,22,0,168,1,0
5292,34,0,159,0,0
5293,44,1,161,2,1
5294,25,0,183,0,0
5295,41,0,145,1,0
5296,28,0,156,2,0
5297,28,1,167,1,0
5298,53,1,180,1,0
5299,25,1,159,0,0
5300,52,1,166,2,1
5301,20,0,151,2,0
5302,26,0,164,1,0
5303,34,1,184,1,0
5304,57,0,178,0,1
5305,48,1,149,0,1
5306,36,0,183,2,1
5307,49,0,177,2,0
5308,38,1,156,2,1
5309,49,0,148,1,0
5310,57,1,164,2,1
5311,23,0,180,1,0
5312,30,0,141,0,0
5313,59,1,152,2,1
5314,52,1,165,1,1
5315,52,1,143,2,1
5316,48,1,169,1,1
5317,34,0,152,0,0
5318,51,1,149,2,1
5319,54,0,158,0,1
5320,57,1,167,0,1
5321,55,0,164,1,0
5322,23,1,169,1,0
5323,33,0,155,1,0
5324,38,1,170,0,0
5325,37,0,170,1,0
5326,54,1,158,1,1
5327,54,0,153,0,1
5328,39,0,183,0,0
5329,24,1,154,2,1
5330,31,0,148,1,0
5331,41,1,158,0,1
5332,23,0,144,1,0
5333,54,1,153,1,1
5334,39,0,166,2,1
5335,46,1,170,2,1
5336,28,1,156,0,0
5337,34,1,154,2,1
5338,55,1,182,0,1
5339,32,0,173,0,0
5340,37,1,180,1,0
5341,43,0,162,2,0
5342,37,1,173,1,0
5343,52,0,179,1,0
5344,31,0,168,2,1
5345,22,0,171,0,0
5346,42,1,149,0,1
5347,24,0,175,2,1
5348,35,0,176,0,0
5349,37,1,140,1,0
5350,59,0,181,1,0
5351,33,0,164,0,0
5352,51,1,175,0,1
5353,55,1,180,2,0
5354,23,0,146,1,0
5355,45,0,157,2,0
5356,48,0,173,0,1
5357,38,1,184,1,0
5358,51,0,151,2,0
5359,43,0,179,2,0
5360,30,0,144,0,0
5361,33,0,181,2,1
5362,33,1,168,2,1
5363,33,1,172,0,0
5364,39,0,157,0,0
5365,21,0,149,1,0
5366,23,0,168,0,0
5367,32,0,180,0,0
5368,28,0,159,0,0
5369,30,0,149,0,0
5370,26,1,151,1,0
5371,51,0,166,1,0
5372,51,1,184,1,0
5373,41,1,162,0,1
5374,33,0,148,0,0
5375,27,1,180,1,0
5376,48,0,142,2,0
5377,38,0,155,0,0
5378,49,0,166,0,1
5379,46,0,169,0,1
5380,35,1,151,2,1
5381,21,0,157,1,0
5382,45,1,172,2,1
5383,38,1,179,0,1
5384,59,1,147,0,1
5385,42,1,145,0,1
5386,47,1,157,2,1
5387,31,0,148,0,0
5388,58,0,170,1,0
5389,20,0,184,1,0
5390,29,1,150,1,0
5391,42,1,174,2,1
5392,25,1,184,2,0
5393,43,0,158,1,0
5394,26,0,145,2,0
5395,42,1,169,1,1
5396,43,0,141,2,0
5397,21,0,179,2,1
5398,46,1,176,2,0
5399,51,1,170,1,1
5400,39,0,154,2,0
5401,45,1,148,2,1
5402,27,0,180,2,1
5403,31,1,169,0,0
5404,37,1,142,2,1
5405,20,0,164,1,0
5406,31,1,179,2,0
5407,56,0,182,2,0
5408,55,1,142,1,1
5409,33,1,142,2,1
5410,28,0,163,1,0
5411,58,0,178,1,0
5412,30,1,148,2,1
5413,45,0,174,0,1
5414,29,1,149,1,0
5415,40,1,170,2,0
5416,24,1,142,2,1
5417,59,0,157,2,0
5418,36,0,168,2,1
5419,38,1,159,0,0
5420,34,1,153,1,0
5421,43,0,144,2,0
5422,55,1,184,1,0
5423,50,0,150,0,1
5424,23,0,143,1,0
5425,30,0,153,1,0
5426,52,0,148,1,0
5427,41,0,149,1,0
5428,53,0,150,1,0
5429,38,1,142,1,0
5430,53,1,146,1,1
5431,32,0,177,0,0
5432,22,1,140,1,0
5433,45,0,165,2,0
5434,50,1,169,1,1
5435,48,0,148,2,0
5436,37,0,178,0,0
5437,34,1,146,1,0
5438,33,1,154,1,0
5439,53,0,153,0,1
5440,42,1,181,1,0
5441,44,1,174,2,1
5442,50,0,156,0,1
5443,30,0,169,2,1
5444,23,0,141,1,0
5445,51,1,146,2,1
5446,52,0,179,1,0
5447,33,0,146,1,0
5448,59,0,165,1,0
5449,20,1,152,2,1
5450,44,0,141,0,1
